Id,LotArea,Street,LotShape,HouseStyle,OverallQual,OverallCond,YearBuilt,GarageType,YrSold,SalePrice
1100,11880,Pave,IR1,1Story,7,5,1978,Attchd,2009,157000
1101,8400,Pave,Reg,1Story,2,5,1920,Detchd,2009,60000
1102,9758,Pave,IR1,1Story,5,5,1971,Detchd,2007,119500
1103,7000,Pave,Reg,1Story,5,7,1960,Attchd,2007,135000
1104,8910,Pave,Reg,1Story,6,6,1959,BuiltIn,2006,159500
1105,2016,Pave,Reg,2Story,5,5,1970,Detchd,2007,106000
1106,12256,Pave,IR1,2Story,8,5,1994,Attchd,2010,325000
1107,10357,Pave,IR1,1Story,7,5,1990,Attchd,2007,179900
1108,23257,Pave,IR3,2Story,7,5,2006,BuiltIn,2006,274725
1109,8063,Pave,Reg,2Story,6,5,2000,Attchd,2007,181000
1110,11362,Pave,IR1,1Story,8,5,2004,Attchd,2009,280000
1111,8000,Pave,Reg,2Story,6,5,1995,Attchd,2008,188000
1112,10480,Pave,Reg,2Story,7,6,1976,Attchd,2008,205000
1113,7100,Pave,IR1,1Story,5,7,1957,Detchd,2006,129900
1114,8923,Pave,Reg,1Story,5,7,1953,Attchd,2007,134500
1115,5400,Pave,Reg,1Story,5,7,1954,Detchd,2006,117000
1116,12085,Pave,Reg,1Story,8,5,2007,Attchd,2007,318000
1117,7750,Pave,Reg,SLvl,8,5,2002,BuiltIn,2009,184100
1118,9764,Pave,IR1,1Story,5,7,1967,Attchd,2008,130000
1119,13825,Pave,Reg,SLvl,5,6,1958,BuiltIn,2008,140000
1120,7560,Pave,Reg,1Story,5,5,1959,Attchd,2006,133700
1121,8263,Pave,Reg,1Story,6,5,1920,Detchd,2007,118400
1122,10084,Pave,Reg,1Story,7,5,2005,Attchd,2006,212900
1123,8926,Pave,IR1,1Story,4,3,1956,Basment,2009,112000
1124,9405,Pave,Reg,1Story,5,9,1947,NA,2009,118000
1125,9125,Pave,IR1,SLvl,7,5,1992,Attchd,2007,163900
1126,10434,Pave,Reg,1Story,4,5,1955,Detchd,2009,115000
1127,3684,Pave,Reg,1Story,7,5,2007,Attchd,2009,174000
1128,14572,Pave,IR3,1Story,7,5,2004,Attchd,2007,259000
1129,11796,Pave,IR1,2Story,7,5,2004,BuiltIn,2007,215000
1130,7200,Pave,Reg,SFoyer,5,5,1980,Detchd,2007,140000
1131,7804,Pave,Reg,1.5Fin,4,3,1928,Detchd,2009,135000
1132,10712,Pave,Reg,1Story,5,5,1991,NA,2007,93500
1133,9900,Pave,Reg,2Story,6,4,1880,Detchd,2007,117500
1134,9828,Pave,IR1,2Story,8,5,1995,Attchd,2009,239500
1135,8773,Pave,IR1,2Story,6,5,1997,Attchd,2007,169000
1136,6180,Pave,Reg,1Story,6,5,1926,Detchd,2007,102000
1137,9600,Pave,Reg,1.5Fin,6,5,1950,Attchd,2008,119000
1138,6342,Pave,Reg,1.5Fin,5,8,1875,NA,2010,94000
1139,9819,Pave,IR1,1Story,6,5,1977,Attchd,2009,196000
1140,8731,Pave,IR1,1Story,5,5,1920,Detchd,2007,144000
1141,7350,Pave,Reg,1Story,5,7,1951,Detchd,2008,139000
1142,10304,Pave,IR1,2Story,5,7,1976,Attchd,2009,197500
1143,9965,Pave,Reg,2Story,8,5,2006,BuiltIn,2007,424870
1144,9000,Pave,Reg,1Story,5,3,1959,NA,2008,80000
1145,12180,Pave,Reg,1.5Fin,4,4,1941,Detchd,2010,80000
1146,6240,Pave,Reg,1.5Fin,5,6,1928,Detchd,2006,149000
1147,11200,Pave,Reg,1Story,6,5,1985,Attchd,2006,180000
1148,12000,Pave,Reg,2Story,7,7,1941,Attchd,2009,174500
1149,5700,Pave,Reg,1.5Fin,7,7,1926,Detchd,2008,116900
1150,9000,Pave,Reg,2Story,7,9,1920,Detchd,2009,143000
1151,8280,Pave,IR1,1Story,6,5,1950,Attchd,2007,124000
1152,17755,Pave,Reg,1Story,5,4,1959,Attchd,2006,149900
1153,14115,Pave,IR1,1Story,6,7,1956,Attchd,2006,230000
1154,5890,Pave,Reg,1Story,6,8,1930,Detchd,2008,120500
1155,13700,Pave,IR1,2Story,7,6,1965,Attchd,2008,201800
1156,10768,Pave,IR1,1Story,5,8,1976,Attchd,2007,218000
1157,9350,Pave,Reg,SLvl,5,8,1965,Attchd,2008,179900
1158,5001,Pave,IR1,1Story,7,5,2007,Attchd,2009,230000
1159,11932,Pave,Reg,1Story,8,5,2007,Attchd,2008,235128
1160,9120,Pave,Reg,2Story,6,6,1974,Attchd,2008,185000
1161,2280,Pave,Reg,2Story,6,5,1978,Attchd,2010,146000
1162,14778,Pave,IR1,1Story,6,7,1954,Detchd,2008,224000
1163,8724,Pave,Reg,1Story,5,5,1968,Attchd,2007,129000
1164,12900,Pave,Reg,SFoyer,4,4,1969,CarPort,2008,108959
1165,16157,Pave,IR1,SLvl,5,7,1978,Attchd,2007,194000
1166,9541,Pave,IR1,1Story,7,5,2009,Attchd,2009,233170
1167,10475,Pave,IR1,1Story,8,5,2008,Attchd,2010,245350
1168,10852,Pave,IR1,2Story,6,5,2000,Attchd,2006,173000
1169,13728,Pave,Reg,2Story,6,7,1935,Basment,2008,235000
1170,35760,Pave,IR1,2Story,10,5,1995,Attchd,2006,625000
1171,9880,Pave,Reg,SLvl,6,6,1977,Attchd,2008,171000
1172,9120,Pave,Reg,1Story,6,6,1958,Attchd,2008,163000
1173,4017,Pave,IR1,2Story,7,5,2006,Detchd,2008,171900
1174,18030,Pave,IR1,1.5Fin,5,6,1946,NA,2007,200500
1175,16560,Pave,IR1,2Story,6,8,1932,Detchd,2006,239000
1176,10678,Pave,Reg,1.5Fin,8,5,1992,Attchd,2007,285000
1177,6951,Pave,IR1,1Story,5,5,1984,Attchd,2008,119500
1178,3950,Pave,Reg,1.5Fin,6,8,1926,Detchd,2009,115000
1179,7681,Pave,IR1,1.5Fin,5,6,1921,Detchd,2009,154900
1180,8335,Pave,Reg,1Story,5,5,1954,NA,2006,93000
1181,11170,Pave,IR2,2Story,7,5,1990,Attchd,2006,250000
1182,5587,Pave,IR1,1Story,8,5,2008,Attchd,2008,392500
1183,15623,Pave,IR1,2Story,10,5,1996,Attchd,2007,745000
1184,10800,Pave,Reg,1Story,5,6,1920,Detchd,2006,120000
1185,35133,Grvl,Reg,1Story,5,4,1963,2Types,2007,186700
1186,9738,Pave,Reg,1.5Fin,5,7,1924,Attchd,2006,104900
1187,10615,Pave,IR1,2Story,3,5,1900,CarPort,2009,95000
1188,12461,Pave,Reg,1Story,8,5,1994,Attchd,2006,262000
1189,8935,Pave,IR1,2Story,7,5,2002,Attchd,2009,195000
1190,7500,Pave,Reg,2Story,7,5,1999,Attchd,2010,189000
1191,32463,Pave,Reg,1Story,4,4,1961,2Types,2007,168000
1192,2645,Pave,Reg,2Story,8,5,1999,Detchd,2007,174000
1193,9600,Pave,Reg,1.5Fin,5,8,1925,Detchd,2007,125000
1194,4500,Pave,Reg,1Story,6,5,1999,Attchd,2009,165000
1195,9364,Pave,Reg,2Story,6,7,1969,Attchd,2010,158000
1196,8029,Pave,IR1,2Story,6,5,2005,Attchd,2008,176000
1197,14054,Pave,IR1,2Story,7,5,2006,BuiltIn,2006,219210
1198,8850,Pave,IR1,2.5Unf,7,6,1916,Detchd,2006,144000
1199,9100,Pave,Reg,1Story,7,5,2001,Attchd,2009,178000
1200,11235,Pave,Reg,1Story,4,5,1963,Attchd,2006,148000
1201,9353,Pave,Reg,1Story,4,5,1970,Attchd,2006,116050
1202,10400,Pave,Reg,2Story,7,5,1998,Attchd,2009,197900
1203,6000,Pave,Reg,1.5Fin,5,8,1925,Detchd,2009,117000
1204,9750,Pave,Reg,1Story,7,5,2000,Attchd,2009,213000
1205,10140,Pave,Reg,1Story,5,6,1975,Attchd,2006,153500
1206,14684,Pave,IR1,1Story,7,7,1990,Attchd,2009,271900
1207,8900,Pave,Reg,1Story,4,4,1966,Detchd,2006,107000
1208,9135,Pave,Reg,1Story,6,5,2003,Attchd,2006,200000
1209,7763,Pave,Reg,1Story,5,7,1962,Detchd,2008,140000
1210,10182,Pave,IR1,1Story,8,5,2006,Attchd,2006,290000
1211,11218,Pave,Reg,2Story,6,5,1992,Attchd,2010,189000
1212,12134,Pave,IR1,1.5Fin,8,7,1988,Basment,2010,164000
1213,9340,Pave,Reg,1Story,4,6,1941,Attchd,2009,113000
1214,10246,Pave,IR1,SLvl,4,9,1965,Attchd,2006,145000
1215,10205,Pave,IR1,SFoyer,5,5,1962,Attchd,2006,134500
1216,7094,Pave,IR1,1Story,5,5,1966,Detchd,2007,125000
1217,8930,Pave,Reg,1.5Fin,6,5,1978,Attchd,2010,112000
1218,8640,Pave,Reg,1Story,8,5,2009,Attchd,2009,229456
1219,6240,Pave,Reg,1.5Fin,4,5,1947,NA,2006,80500
1220,1680,Pave,Reg,2Story,6,5,1971,NA,2006,91500
1221,7800,Pave,IR1,1Story,5,5,1964,Attchd,2006,115000
1222,8250,Pave,Reg,1Story,5,5,1968,Attchd,2008,134000
1223,10496,Pave,Reg,1.5Fin,6,6,1949,Attchd,2007,143000
1224,10680,Pave,Reg,1Story,5,3,1951,Detchd,2006,137900
1225,15384,Pave,IR1,2Story,7,5,2004,Attchd,2008,184000
1226,10482,Pave,Reg,SLvl,6,8,1958,Attchd,2007,145000
1227,14598,Pave,IR1,2Story,6,5,2007,BuiltIn,2008,214000
1228,8872,Pave,Reg,1Story,5,8,1965,Detchd,2008,147000
1229,8769,Pave,Reg,1Story,9,5,2008,Attchd,2008,367294
1230,7910,Pave,Reg,SLvl,5,5,1960,Basment,2008,127000
1231,18890,Pave,IR1,1.5Fin,5,5,1977,BuiltIn,2007,190000
1232,7728,Pave,Reg,SLvl,5,6,1962,Attchd,2006,132500
1233,9842,Pave,Reg,1Story,4,5,1962,CarPort,2007,101800
1234,12160,Pave,IR1,1Story,5,5,1959,Attchd,2010,142000
1235,8525,Pave,Reg,2Story,5,6,1911,NA,2008,130000
1236,13132,Pave,Reg,2Story,5,5,1914,Detchd,2006,138887
1237,2628,Pave,Reg,2Story,7,5,2003,BuiltIn,2010,175500
1238,12393,Pave,IR2,2Story,7,5,2004,BuiltIn,2006,195000
1239,13072,Pave,Reg,1Story,6,5,2005,Detchd,2006,142500
1240,9037,Pave,IR1,1Story,8,5,2006,Attchd,2007,265900
1241,8158,Pave,Reg,2Story,7,5,2003,Attchd,2008,224900
1242,9849,Pave,Reg,1Story,7,6,2007,Attchd,2007,248328
1243,10625,Pave,Reg,SFoyer,7,6,1974,Attchd,2010,170000
1244,13891,Pave,Reg,1Story,10,5,2006,Attchd,2006,465000
1245,11435,Pave,IR1,2Story,8,7,1929,Detchd,2006,230000
1246,12090,Pave,Reg,SLvl,6,7,1984,BuiltIn,2007,178000
1247,8125,Pave,Reg,2Story,7,5,2005,Attchd,2006,186500
1248,12328,Pave,IR1,SLvl,6,5,1976,Attchd,2010,169900
1249,9600,Pave,Reg,2.5Unf,6,5,1917,Detchd,2008,129500
1250,7200,Pave,Reg,1Story,5,7,1950,Attchd,2007,119000
1251,11160,Pave,Reg,1Story,7,5,1968,Attchd,2010,244000
1252,3136,Pave,IR1,1Story,7,5,2003,Attchd,2006,171750
1253,9858,Pave,Reg,1Story,5,6,1968,Attchd,2009,130000
1254,17542,Pave,IR1,2Story,7,7,1974,Attchd,2007,294000
1255,6931,Pave,Reg,2Story,7,5,2003,BuiltIn,2008,165400
1256,6240,Pave,Reg,1.5Fin,6,6,1931,Detchd,2007,127500
1257,14303,Pave,IR1,1Story,8,5,1994,Attchd,2008,301500
1258,4060,Pave,Reg,1Story,5,8,1922,NA,2009,99900
1259,9587,Pave,IR1,SLvl,7,5,2005,Attchd,2008,190000
1260,9750,Pave,Reg,1Story,6,8,1969,Attchd,2008,151000
1261,24682,Pave,IR3,2Story,6,5,1999,BuiltIn,2009,181000
1262,9600,Pave,Reg,1Story,5,6,1956,Attchd,2009,128900
1263,11250,Pave,Reg,1.5Fin,4,5,1957,Attchd,2009,161500
1264,13515,Pave,Reg,2Story,6,6,1919,Detchd,2007,180500
1265,4060,Pave,Reg,1Story,6,5,1998,Attchd,2008,181000
1266,3735,Pave,Reg,2Story,7,5,1999,Detchd,2006,183900
1267,10120,Pave,IR1,2.5Unf,7,4,1910,Detchd,2007,122000
1268,13214,Pave,IR1,1Story,9,5,2008,Attchd,2010,378500
1269,14100,Pave,IR1,1.5Fin,8,9,1935,BuiltIn,2008,381000
1270,11344,Pave,Reg,1.5Fin,5,5,1958,Attchd,2007,144000
1271,23595,Pave,Reg,1Story,7,6,1979,Attchd,2010,260000
1272,9156,Pave,IR1,1Story,6,7,1968,Attchd,2009,185750
1273,13526,Pave,IR1,1Story,5,6,1965,Attchd,2006,137000
1274,11512,Pave,IR1,SLvl,6,7,1959,Basment,2008,177000
1275,5362,Pave,Reg,1.5Fin,5,6,1910,Detchd,2007,139000
1276,11345,Pave,Reg,2Story,5,5,1948,Detchd,2007,137000
1277,12936,Pave,IR1,2Story,6,6,1972,Attchd,2009,162000
1278,17871,Pave,IR1,SLvl,6,5,1967,Attchd,2009,197900
1279,9473,Pave,Reg,2Story,8,5,2002,Attchd,2008,237000
1280,7500,Pave,Reg,1.5Fin,4,4,1920,Detchd,2010,68400
1281,9808,Pave,IR1,1Story,7,5,2002,Attchd,2009,227000
1282,8049,Pave,IR1,1Story,7,5,1990,Attchd,2006,180000
1283,8800,Pave,IR1,1Story,5,7,1977,Detchd,2009,150500
1284,9400,Pave,Reg,2Story,6,5,1971,NA,2010,139000
1285,9638,Pave,Reg,1.5Fin,6,7,1919,Detchd,2010,169000
1286,6000,Pave,Reg,1.5Fin,6,6,1939,Detchd,2009,132500
1287,9790,Pave,Reg,1Story,6,5,1963,Attchd,2010,143000
1288,36500,Pave,IR1,1Story,5,5,1964,Attchd,2006,190000
1289,5664,Pave,IR1,1Story,8,5,2000,Attchd,2009,278000
1290,11065,Pave,IR1,2Story,8,5,2006,BuiltIn,2006,281000
1291,14112,Pave,IR1,SLvl,5,7,1964,Attchd,2010,180500
1292,1680,Pave,Reg,2Story,5,7,1972,Detchd,2009,119500
1293,6600,Pave,Reg,2Story,5,4,1892,Attchd,2009,107500
1294,10140,Pave,Reg,2Story,7,5,1976,Attchd,2006,162900
1295,8172,Pave,Reg,1Story,5,7,1955,Detchd,2006,115000
1296,8400,Pave,Reg,1Story,5,5,1968,Attchd,2006,138500
1297,8700,Pave,Reg,1Story,5,6,1963,Attchd,2008,155000
1298,3675,Pave,Reg,SFoyer,6,5,2005,Basment,2006,140000
1299,63887,Pave,IR3,2Story,10,5,2008,Attchd,2008,160000
1300,7500,Pave,Reg,1Story,5,7,1959,Attchd,2010,154000
1301,10762,Pave,IR1,2Story,7,5,1999,Attchd,2009,225000
1302,7500,Pave,IR1,2Story,6,7,1942,Attchd,2009,177500
1303,10120,Pave,Reg,2Story,8,5,1994,Attchd,2006,290000
1304,8688,Pave,Reg,1Story,7,5,2005,Attchd,2006,232000
1305,3363,Pave,Reg,2Story,7,5,2004,Detchd,2006,130000
1306,13173,Pave,IR1,1Story,9,5,2006,Attchd,2009,325000
1307,6955,Pave,IR1,1Story,7,5,2005,Attchd,2006,202500
1308,8072,Pave,Reg,1Story,5,5,1994,Detchd,2009,138000
1309,12000,Pave,Reg,1Story,5,7,1948,Attchd,2008,147000
1310,7153,Pave,Reg,1Story,6,5,1991,Attchd,2008,179200
1311,17500,Pave,Reg,1Story,7,8,1959,Attchd,2010,335000
1312,8814,Pave,Reg,1Story,7,5,2005,Attchd,2007,203000
1313,9572,Pave,IR1,2Story,8,5,1990,Attchd,2007,302000
1314,14774,Pave,IR1,2Story,9,5,1999,BuiltIn,2010,333168
1315,8190,Pave,Reg,1Story,4,6,1954,Detchd,2007,119000
1316,11075,Pave,Reg,2Story,6,5,1969,Attchd,2008,206900
1317,10226,Pave,IR1,1Story,8,5,2008,Attchd,2009,295493
1318,4230,Pave,Reg,1Story,7,5,2006,Attchd,2007,208900
1319,14781,Pave,IR2,1Story,8,5,2001,Attchd,2006,275000
1320,10215,Pave,Reg,1Story,4,5,1954,Attchd,2007,111000
1321,8400,Pave,Reg,1Story,6,3,1957,Attchd,2009,156500
1322,6627,Pave,IR1,1Story,3,6,1949,Detchd,2008,72500
1323,10186,Pave,IR1,2Story,7,5,1992,Attchd,2010,190000
1324,5330,Pave,Reg,1Story,4,7,1940,NA,2009,82500
1325,9986,Pave,Reg,1Story,8,5,2006,Attchd,2007,147000
1326,3636,Pave,Reg,1Story,4,4,1922,NA,2008,55000
1327,4270,Pave,Reg,1Story,3,6,1931,NA,2007,79000
1328,6600,Pave,Reg,1Story,5,9,1982,Attchd,2008,130500
1329,10440,Pave,Reg,1.5Fin,6,7,1920,Detchd,2008,256000
1330,9084,Pave,IR1,2Story,7,5,1998,Attchd,2006,176500
1331,10000,Pave,Reg,1Story,8,5,2006,Attchd,2007,227000
1332,10780,Pave,IR1,SLvl,5,5,1976,Detchd,2006,132500
1333,8877,Pave,Reg,1Story,4,6,1938,Detchd,2009,100000
1334,7200,Pave,Reg,1.5Fin,5,6,1938,Detchd,2006,125500
1335,2368,Pave,Reg,2Story,5,6,1970,Attchd,2009,125000
1336,9650,Pave,Reg,1Story,6,5,1977,Attchd,2009,167900
1337,9246,Pave,IR1,1Story,5,5,1973,Detchd,2008,135000
1338,4118,Pave,IR1,1Story,4,4,1941,NA,2006,52500
1339,13450,Pave,IR1,2Story,7,5,2002,BuiltIn,2006,200000
1340,9560,Pave,IR1,1Story,5,7,1972,Attchd,2006,128500
1341,8294,Pave,Reg,1Story,4,5,1971,Detchd,2007,123000
1342,13695,Pave,Reg,1Story,6,5,2003,Detchd,2008,155000
1343,9375,Pave,Reg,2Story,8,5,2002,Attchd,2007,228500
1344,7558,Pave,Reg,1.5Fin,6,6,1928,Detchd,2009,177000
1345,11103,Pave,IR1,2Story,7,5,2006,Attchd,2007,155835
1346,6000,Pave,Reg,1Story,4,4,1920,Detchd,2007,108500
1347,20781,Pave,IR2,1Story,7,7,1968,Attchd,2006,262500
1348,15306,Pave,IR1,1Story,8,5,2006,Attchd,2007,283463
1349,16196,Pave,IR3,1Story,7,5,1998,Attchd,2007,215000
1350,5250,Pave,Reg,2Story,8,5,1872,NA,2008,122000
1351,11643,Pave,Reg,2Story,5,5,1969,Detchd,2009,200000
1352,9247,Pave,IR1,2Story,6,6,1962,Attchd,2008,171000
1353,6000,Pave,Reg,1.5Fin,6,9,1937,Detchd,2009,134900
1354,14720,Pave,IR1,1.5Fin,8,5,1995,Attchd,2010,410000
1355,10316,Pave,IR1,2Story,7,5,2000,Attchd,2008,235000
1356,10192,Pave,IR1,SLvl,7,6,1968,Attchd,2006,170000
1357,9477,Pave,Reg,1Story,5,5,1966,Attchd,2008,110000
1358,12537,Pave,IR1,1Story,5,6,1971,Attchd,2010,149900
1359,2117,Pave,Reg,2Story,6,5,2000,Detchd,2010,177500
1360,16737,Pave,Reg,1Story,9,5,2004,Attchd,2006,315000
1361,9842,Pave,Reg,2Story,5,6,1921,BuiltIn,2008,189000
1362,16158,Pave,IR1,1Story,7,5,2005,Attchd,2009,260000
1363,12513,Pave,IR1,1.5Fin,4,4,1920,Attchd,2009,104900
1364,8499,Pave,IR1,2Story,6,5,2006,BuiltIn,2007,156932
1365,3180,Pave,Reg,2Story,7,5,2005,Detchd,2006,144152
1366,7500,Pave,Reg,2Story,7,5,2000,Attchd,2010,216000
1367,9179,Pave,IR1,2Story,7,5,1999,Attchd,2008,193000
1368,2665,Pave,Reg,2Story,5,6,1977,Attchd,2006,127000
1369,4435,Pave,Reg,1Story,6,5,2003,Attchd,2009,144000
1370,10635,Pave,IR2,1Story,8,5,2003,Attchd,2010,232000
1371,5400,Pave,Reg,1.5Fin,4,6,1920,Detchd,2009,105000
1372,9600,Pave,Reg,SLvl,6,6,1955,BuiltIn,2008,165500
1373,9750,Pave,Reg,2Story,7,6,1998,Detchd,2006,274300
1374,11400,Pave,Reg,1Story,10,5,2001,Attchd,2007,466500
1375,10625,Pave,Reg,2Story,7,5,2005,Attchd,2008,250000
1376,10991,Pave,IR1,1Story,8,5,2007,Attchd,2007,239000
1377,6292,Pave,Reg,1Story,6,5,1930,Detchd,2008,91000
1378,10998,Pave,Reg,1.5Fin,5,5,1941,Detchd,2009,117000
1379,1953,Pave,Reg,2Story,6,5,1973,Detchd,2006,83000
1380,9735,Pave,Reg,SLvl,5,5,2006,BuiltIn,2008,167500
1381,8212,Pave,Reg,1Story,3,3,1914,Detchd,2010,58500
1382,12925,Pave,IR1,1Story,6,7,1970,Attchd,2008,237500
1383,7200,Pave,Reg,2Story,7,7,1920,Detchd,2006,157000
1384,25339,Pave,Reg,1Story,5,7,1918,Attchd,2007,112000
1385,9060,Pave,Reg,1.5Fin,6,5,1939,Detchd,2009,105000
1386,5436,Pave,Reg,1.5Fin,4,8,1922,Detchd,2010,125500
1387,16692,Pave,IR1,2Story,7,5,1978,Attchd,2006,250000
1388,8520,Pave,Reg,1.5Fin,6,7,1916,Detchd,2007,136000
1389,14892,Pave,IR1,1Story,9,5,2006,Attchd,2009,377500
1390,6000,Pave,Reg,1.5Fin,6,6,1941,Detchd,2007,131000
1391,9100,Pave,Reg,1Story,7,5,2000,Attchd,2006,235000
1392,8944,Pave,Reg,1Story,5,5,1967,Detchd,2009,124000
1393,7838,Pave,Reg,SFoyer,5,5,1967,Attchd,2006,123000
1394,10800,Pave,Reg,1.5Fin,6,7,1905,Detchd,2008,163000
1395,4045,Pave,Reg,1Story,7,5,2006,Attchd,2006,246578
1396,12665,Pave,IR1,2Story,8,5,2005,BuiltIn,2007,281213
1397,57200,Pave,IR1,1Story,5,5,1948,Detchd,2010,160000
1398,6120,Pave,Reg,2Story,5,8,1920,Detchd,2007,137500
1399,7200,Pave,Reg,1.5Fin,5,4,1950,Attchd,2009,138000
1400,6171,Pave,Reg,1.5Fin,6,6,1925,Detchd,2009,137450
1401,6000,Pave,Reg,1.5Fin,6,7,1929,BuiltIn,2008,120000
1402,7415,Pave,IR1,2Story,6,5,2004,Attchd,2008,193000
1403,6762,Pave,Reg,1Story,7,5,2006,Attchd,2006,193879
1404,15256,Pave,IR1,1Story,8,5,2007,Attchd,2007,282922
1405,10410,Pave,Reg,1.5Fin,3,4,1915,Detchd,2006,105000
1406,3842,Pave,IR1,1Story,8,5,2004,Attchd,2008,275000
1407,8445,Pave,Reg,SFoyer,5,7,1972,Detchd,2009,133000
1408,8780,Pave,IR1,1Story,5,5,1985,NA,2009,112000
1409,7740,Pave,Reg,2Story,4,7,1910,Detchd,2010,125500
1410,20544,Pave,IR1,2Story,7,6,1986,Attchd,2008,215000
1411,12420,Pave,Reg,2Story,7,5,2001,Attchd,2009,230000
1412,9600,Pave,Reg,1.5Fin,6,8,1950,Attchd,2009,140000
1413,7200,Pave,Reg,1Story,4,5,1949,Detchd,2009,90000
1414,10994,Pave,IR1,1Story,8,5,2005,Attchd,2009,257000
1415,13053,Pave,Reg,1.5Fin,6,7,1923,Detchd,2008,207000
1416,3635,Pave,Reg,1Story,7,5,2007,Attchd,2009,175900
1417,11340,Pave,Reg,2Story,4,6,1885,Detchd,2010,122500
1418,16545,Pave,IR1,2Story,8,5,1998,Attchd,2009,340000
1419,9204,Pave,Reg,1Story,5,5,1963,Detchd,2008,124000
1420,16381,Pave,IR1,1Story,6,5,1969,Attchd,2006,223000
1421,11700,Pave,Reg,2Story,6,6,1968,Attchd,2006,179900
1422,4043,Pave,Reg,1Story,6,5,1977,Attchd,2010,127500
1423,4435,Pave,Reg,1Story,6,5,2003,Attchd,2008,136500
1424,19690,Pave,IR1,SLvl,6,7,1966,Attchd,2006,274970
1425,9503,Pave,Reg,1Story,5,5,1958,Detchd,2007,144000
1426,10721,Pave,IR1,1Story,6,6,1959,Detchd,2008,142000
1427,10944,Pave,IR1,2Story,7,5,1994,Attchd,2008,271000
1428,10930,Pave,Reg,1.5Fin,5,6,1945,Attchd,2008,140000
1429,7200,Pave,Reg,1Story,5,7,1940,Attchd,2010,119000
1430,12546,Pave,IR1,1Story,6,7,1981,Attchd,2007,182900
1431,21930,Pave,IR3,2Story,5,5,2005,BuiltIn,2006,192140
1432,4928,Pave,IR1,1Story,6,6,1976,Attchd,2009,143750
1433,10800,Pave,Reg,1Story,4,6,1927,Detchd,2007,64500
1434,10261,Pave,IR1,2Story,6,5,2000,Attchd,2008,186500
1435,17400,Pave,Reg,1Story,5,5,1977,Attchd,2006,160000
1436,8400,Pave,Reg,1Story,6,9,1962,Attchd,2008,174000
1437,9000,Pave,Reg,1Story,4,6,1971,Detchd,2007,120500
1438,12444,Pave,Reg,1Story,8,5,2008,Attchd,2008,394617
1439,7407,Pave,Reg,1Story,6,7,1957,Attchd,2010,149700
1440,11584,Pave,Reg,SLvl,7,6,1979,Attchd,2007,197000
1441,11526,Pave,IR1,2.5Fin,6,7,1922,Detchd,2008,191000
1442,4426,Pave,Reg,1Story,6,5,2004,Attchd,2008,149300
1443,11003,Pave,Reg,2Story,10,5,2008,Attchd,2009,310000
1444,8854,Pave,Reg,1.5Unf,6,6,1916,Detchd,2009,121000
1445,8500,Pave,Reg,1Story,7,5,2004,Attchd,2007,179600
1446,8400,Pave,Reg,SFoyer,6,5,1966,Detchd,2007,129000
1447,26142,Pave,IR1,1Story,5,7,1962,Attchd,2010,157900
1448,10000,Pave,Reg,2Story,8,5,1995,Attchd,2007,240000
1449,11767,Pave,Reg,2Story,4,7,1910,Detchd,2007,112000
1450,1533,Pave,Reg,SFoyer,5,7,1970,NA,2006,92000
1451,9000,Pave,Reg,2Story,5,5,1974,NA,2009,136000
1452,9262,Pave,Reg,1Story,8,5,2008,Attchd,2009,287090
1453,3675,Pave,Reg,SLvl,5,5,2005,Basment,2006,145000
1454,17217,Pave,Reg,1Story,5,5,2006,NA,2006,84500
1455,7500,Pave,Reg,1Story,7,5,2004,Attchd,2009,185000
1456,7917,Pave,Reg,2Story,6,5,1999,Attchd,2007,175000
1457,13175,Pave,Reg,1Story,6,6,1978,Attchd,2010,210000
1458,9042,Pave,Reg,2Story,7,9,1941,Attchd,2010,266500
1459,9717,Pave,Reg,1Story,5,6,1950,Attchd,2010,142125
1460,9937,Pave,Reg,1Story,5,6,1965,Attchd,2008,147500
